username,waktu,teks_bersih,Infrastruktur & Jalan,Lingkungan & Sampah,Air & Sanitasi,Bencana & Cuaca,Transportasi,Pelayanan Publik,Ekonomi & UMKM,Keamanan & Sosial,Pendidikan,Kesehatan,urgensi,sentimen,lokasi_insiden
@groobaag,tito alba,"Jalan rusak bukan takdir, tapi hasil dari ‘nanti dulu’. Kapan dapat perhatian? Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@grylfa15,Nanonano,gapapa bangeeet jalan berlubang tapi aku udh tau kalo mau jatuh jadi slow motion wkwk Mar 29,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@gunhappy72,Apr 1,"Gun Happy air keruh Memancing di , berbahaya sarannya.",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@h0etivity,Apr 2,hokazono sillit lu bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hadilocoboy,Mar 28,"hadilocoboy 4. Satpam bank harus siap:

- Hadapi - Hadapi ibu-ibu panik ATM ketelan
- Hadapi bapak-bapak lupa PIN

Itu bukan kerjaan…
itu training mental + core strength. antrean panjang 1.0",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@haeraaja,teri asin,banjir danau 8 air mata markf 27m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@haevocado,19h,عنغت وكنت Yg mah warga indon doang kaliiii wkwkwk susah cari kerja,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hagiewana,7h,"Pemuda Idangan Penasaran kalo tukang punglinya lagi wisata dan mereka di- -in lagi sama orang, gmn sikap mereka pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@haloinigitaaa,Mar 29,gita Tau krn apa? Krn skolah itu aslinya . Jumlah guru sm siswa udah gak seimbang. Akhirnya guru honorer yang jurusannya apa malah double job nutupin matpel apa. Gue smp englishnya diajarin guru seni. Pas sma sejarah diajarin guru seni juga. Text book bgt jadinya kekurangan guru,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hambaindomiy,18h,"piwpiw Ya bener. Gue dulu mau masuk seni aja dibilang ""masuk akuntansi aja nanti "" susah cari kerja",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hambali700807,Hambali Amin,"Ahmad Luthfi Jadi Bulan-Bulanan Warganet Soal Jalan Rusak , Kadis PUPR: Itu Jalan Kabupaten dan Desa | Republika Online 22h",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hambaoren14,Nazamu,banjir akhirnyaaa nyampe juga after 6 jam melewati panas terik badai kehidupan Mar 28,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hamdansyabani,18h,"ham dan sya Saat ini dan nggak tau sampe kapan, Cirahong tanpa bapak pengatur keluar masuk kendaraan tadi, bakal riweuh dan macet karena keluar masuk motor baiknya memang hanya 1 arah bergantian, bahkan masuk kategori pun tidak. pungli 1.0",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hanaryxii,hana camelia || tag after dm. testi,BARU HIDUP LAMPU. MATI LAMPU DARI JAM 3 SORE Mar 29,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hanpompurin,fay,untung sibohay GAGAH DAN BERANI aman aje diterpang baru keluar rumah langsung dikasih hujan badai banjir 1.0 2m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hansssolo,matapena76,"Mereka yang suka nyinyirin orang pejabat konten tapi punya prestasi dan hasil kerja nyata. Hari ini keluhan di medson jalan rusak , 1 minggu kemudian sudah hotmix tidak pakai ngeles dan rapat 5 episode menunggu bantuan pusat. Mar 30",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hantsutomo,Senja,"tim lampu mati , bahkan gelap gulita Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hanyatulang,Mar 28,"ariesbaik air keruh Aku pulang emang ibarat dalam , suram.
Jadi senggol dikit, marah.
Dll
Pokoknya bener2, keadaan kacau akan mengundang kekacauan yg lain.

Meskipun ketemu keluarga dan temen ga ada yg zonk. Tapi tetep aku mumet makin mumet.
Yg di pikiran apa yg di luar, bertabrakan",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@happinesscancer,Apr 2,"Happiness darlene's Kalo kata ortu jaman dulu,pamali nyimpen2 sampah dirumah. Sampah sejatinya harus dibuang,karena kalo disimpen ya rumah bakalan KOTOR DAN BAU SAMPAH",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harapanrakyat_,16h,"harapanrakyat.com Datangi Kantor Dewan Ciamis, Koalisi Rakyat Bantu Rakyat Soroti Dugaan Oknum Anggota DPRD di Dapur MBG Pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harapanrakyat_,1h,"harapanrakyat.com KDM soal Dugaan Jembatan Cirahong: Gratis, yang Memungut Siap-siap Dipidana Pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harapanrakyat_,3h,"harapanrakyat.com Viral Dugaan , Benarkah Lewat Jembatan Cirahong Ciamis-Tasikmalaya Harus Bayar? Pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harapanrakyat_,Mar 28,harapanrakyat.com Disparbud Jawa Barat Sebut Tidak Ada Praktik di Pantai Sayang Heulang Garut Pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harsono__,SUKARI PARBUR,"ORANG dengan AKAL PIKIRAN SEHAT .... Pasti Dukung Mengungkap Kebenaran & Kejujuran .... 
termul dungu, kebenaran kejujuran dibikin seperti jalan berlubang penuh lika liku berputar putar naik turun Apr 3",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@harutokyuist,1h,heny freebies pulseon Aku mageran bub trs di jkt tuh macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hdpowersteering,Bengkel Mobil HD Power Steering Jogja,"Setir mobil Anda bunyi ‘gluduk’ tiap jalan rusak ? Jangan anggap sepele boskuh!

Ini dia penyebabnya: rack end atau long tie rod oblak. Mar 30",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hedianafuu,2h,"hedianafuu Dih suruh kirim surat resign, gabisa bayar pesangon kah? Kenapa ga di aja?:(((((( 2.6K PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heftklqnmern,.,"Sama kayak di jalan Pantura anjir, ada sign 'hati-hati jalan rusak ' ya kalo Mar 29",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@helensmoriarty,34m,✮⋆˙sHaᶻ 𝗓 𐰁 .ᐟ maksud gue.. kenapa bisa dimana mana ?? macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@helensmoriarty,35m,✮⋆˙sHaᶻ 𝗓 𐰁 .ᐟ ini satu dunia lg kah? macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@helloautumn123,22h,"𖣂 7th year: æ ⊙⊝⊜ ⁷⁵ bin cobain dah trip ke sepanjang pantai selatan garut, pantainya banyak, super cantik, nya jg indah bgt pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hendraaiiyy,22h,"Hendry Naufal M. PDAM mati Air kah? Mandi aja di stasiun, bayar 50k",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heralddotID,Herald Indonesia,Netty Prihatin Warga Melahirkan di Tengah Perjalanan Akibat Jalan Rusak Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@herlambangdes,Mar 29,Herlambang DS Sepertinya udah penuh banget ini sampah di Bantar Gebang. Bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heyyosiddo,4m,sid cosplay maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heyyosiddo,6m,sid cosplay maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heyyosiddo,7m,sid cosplay maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@heyyosiddo,8m,sid cosplay maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hida_suryo,19h,"Master Burner Valid 100%. 
Blm ntar 3-5 thn kedepan.. buang limbah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hida_suryo,Mar 30,Master Burner Saat ini 1.1K buang limbah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hiitszea,20h,"zea aduhh relate bgt lagi, kmrn baru aja diremehin sm org terdekat, dibilang blablabla susah cari kerja",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hoerulawr,6h,𝕳𝖔𝖊𝖗𝖚𝖑 𝖆𝖓𝖜𝖆𝖗 Wkwkwk padahal dari semua korwil jakmania yg beli tiket paling banyak tiap matc h selalu jakkabbogor 1.0,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hollowlaundrY32,Pepe Neo,"k esempatan buat kriminal itu pas lampu mati
rampok Toko Perhiasan Mar 29",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@honeybabymavey,Apr 2,air mati mau mandi anjir,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@honeyhaeteuk,vian,"Anjay kampung gua wkwkwk tapi itu emg tempat gua ngebolang jaman msh pake kaos kutang si wkwk banyak temen disana. Sejak ada spge itu udh mulai jrg lewat karna pernah ngebatin ""serem ah lewat sini"". Pdhl pas dulu msh kebon-sawah berani aje gua lewat situ dgn jalan rusak jg gas Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@honeyincups,𐙚𝐖𝐚⁷,"Dah lah kata gua jgn beli rumah di Depok, petirnya serem bgt bgt. Rumah gua yg dipasang arde/grounding 4m ke bawah tanah aja masih bisa kesamber petir, walaupun cuma 1 bohlam lampu mati korslet, apalagi yg bangun rumahnya asal-asalan 16h",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hoonbuk,4h,"phk 거짓말 하면서 웃다가 (강아지 눈으로 돌변. )의심되…. 표정으로 진짜 …? 하는거 웃기다
네임펜 이긴해 < 이난리 컼ㅋㅋㅋㅋㅋㅋ 하여간 웃기다 ᴄᴏᴛᴛᴀ.",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@horatatak,17h,𓆟 nonono itu yg belum dikuasai chandalee pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hoteliercrypto,6h,"Hoteliercrypto Sebagian besar Industri tidak merekrut pekerja dan malah . 

Yang merekrut sebagian besar adalah pegawai kesehatan….

Pada kenapa ya? 

Rasionya terlalu gila, tahun lalu semua Industri hanya menambahkan 260rb pekerjaan sepanjang tahun untuk semua industri.

Powell mengatakan 3.3K phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hourlyamell,Apr 1,amel air mati pen lgsg balik kos tp kos w bikin kesel mulu wifi mati laundry ga dibalikin hwswhwhhwhw STRES,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hrdbacot,08 berapa?,"Jangankan HR, orang biasa juga serem malem2 lewat di kawasan. Rawan begal, curanmor, atau minimalnya kecelakaan gara2 penerangan kurang & jalan rusak . Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hrjnys,"Adimurti, Harjuna Yasa.","Sebetulnya, kontur jalan seperti ini tentu bukan hal yang sulit bagi Yasa. Ia justru jauh lebih akrab dengan medan 𝘰𝘧𝘧-𝘳𝘰𝘢𝘥 yang berkali-kali lebih kasar daripada sekadar jalan berlubang. Hanya saja, di jalan seperti ini ia harus jauh lebih berhati-hati ... Mar 30",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hsnsh_1997,20h,"Portal Update Problem akses pendidikan dan risiko .
 .
Dilan Mark Sedih Come Over Nangis Peluk Lazada 4.4 Sale putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@humaaan404,45m,Chagiyaaaa jir banget piye mulihe kiiiii macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@humaspolreskaro,5h,"Polres Tanah Karo Polsek Berastagi Monitoring Antisipasi di Simpang Doulu, Situasi Aman Kondusif Pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@huntukapal,21h,jaemin'sboo susah cari kerja susah cari kerja,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@hupgupta,iankmscheong,banjir Awkwkwkwk di brosur rumah2 jg dibilang anti blok. Lawak lu ah. Lu kira kek selang kali tinggal cabut pasang aja lawak 1.0 55m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iHugsKseokjin,Mar 31,kalilà⁷ ketikan nya kaya ga pernah sekolah atau emang ? dongo putus sekolah,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iKoneksimedia,Mar 31,"ikoneksi.com Pemerintah Pusat Kucurkan Dana, Ginanjar: 15 di Kota Malang Segera Diperbaiki - Sekolah Rusak",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iKoneksimedia,ikoneksi.com,"Jalan Rusak Tak Kunjung Diperbaiki, Warga Pematangsiantar Minta  Tindakan - https:// Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iPoopBased,kim,"ya bagus
tapi yakin nanti ketika menindak ga dimatiin body cam nya? ga alesan rusak babibu lupa mencet dll? videonya ga dipublish? 

cctv aja sering ""diminta"" paksa dan dimusnahkan
kadang cctv 2K jalan ""rusak ""
sipil/pers ngerekam dihalang-halangi bahkan dipersekusi (ketika demo Apr 1",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ibvnv666,19h,"whocares? Wkwkwkwk betul, lain cerita pas udh nikah trs si laki kena dan bru mulai lg dr awal di gaji 5jt.
Kalo dr sebelum n sesudah nikah mahh.. Wahh mantep bener itu mental si laki phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ibvnv666,39m,"whocares? Betul, usahakan berkendara yg baik.. Kalo apes yaa berusaha selesaikan baik2, klo pake usahakan membela diri sdikit. 
Krn kita gapernah tau lawan kita siapa dijln, entah uangnya banyak atau bekingannya ngeri.. Emg serumit itu, klo emg nyali gede ya gpp gas terus kekerasan",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ichaeint,janeeeeeee,katanya kalo lewatin jalan rusak tetep dilewatin ya? bukan turun dari kendaraannya? Mar 29,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ichwanpersada,Apr 3,"Ichwan Persada | Film SOLATA Nobar 2026 PARK CHAN-WOOK DAN KRITIKNYA TERHADAP KAPITALISME YANG DINGIN
[dimuat di",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@idextratime,Mar 31,"Extra Time Indonesia BREAKING: lebih dari 300 PUSAT KESEHATAN, 760 di Iran akibat serangan Amerika Serikat - Israel. 11K 7.0 SEKOLAH rusak 454.0",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ignachaiyoo,TORRRR,Serba salah .. Jalan rusak di koplen di giliran di perbaiki Kalian komplain Juga..Terbang Aja kau Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iieeriii,Apr 2,"ieri ²²-¹²-⁶³ ᶻ 𝗓 𐰁 .ᐟ Habis scroll reels ada klip KDM smaa anah kecil cewek masih smp tapi MALAH DINIKAHIN. Cowoknya nggak kerja, tinggal rumah mertua terus ngapain dinikahin anjing mending suruh kerja aja. kocag bgt ortunya tolol putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ikangnaki,5h,"kal lu paham makna kelola aja nggak.
MU itu duitnya masih jauh lebih gede dari city, nyatanya rungkad juga 2024 akhir MU smpet bnyak staff.
Semua owner itu kaya mampus semua, bedanya ada yg pham kelola klub bola gimana kyak city, ada yg kelola klub kyk kelola bisnis ritel kyak MU phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iklanraja,1h,"Negri Mafia Sarang Maling/ Koruptor Alhamdulillah, Allahuakbar!",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iklanraja,1h,Negri Mafia Sarang Maling/ Koruptor We love Palestine,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ilaliqo_,Apr 3,"bila Aku prinsip nomor satu, mamahku bilang mau sekaya apapun nanti pasangan kita sebagai perempuan harus tetap berpenghasilan. Karna kedepannya gk ada yg tau, entah ditengah jalan suami kita di , main wanita atau meninggal. phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@imeeeemm,4h,Yang minta pas lg ngurus stnk emang pake kaos band apa? pungli 1.0,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@imi_belawan,4h,Kantor Imigrasi Kelas II TPI Belawan Halo Sobat Iban pungli pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@immortal72zzz,52m,Urbae Situ keluarganya diculik ya? Preman/ dong keluarga mu wkwk Maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@imogennheap,Mar 30,"tantania dasar ketek bau busuk, ga lo cut off pun dia bakalan cut off lo lama lama, orang bau badan tu gasadar dirinya bau badan, polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@indahsuryani,Apr 1,"(i/e)ndah Di kampung ibukku, Sukoharjo, Jateng 
Pabrik kain bebas aja buang limbah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@indimieh,21h,"indi klo yg lampu merah keluar logos tuh pelaku usahanya siapa ya? kan itu jalan raya, jalan umum,tapi tiap truk lewat kudu ngasih ke pak ogahnya dgn dalih air minum seliter atau ngga ya duit aja. pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@indrakusuma,1h,"Indra Kusuma air keruh Mangkanya doi dkk kecewa bbm ga naik, jadi rencana agak mundur dikit, ini pasti ada aliansi bohir yg mau memancing di , memanfaatkan situasi perang

Disisi lain pemerentah bertaruh perang tidak lama, suplai minyak kembali lancar, harga turun lagi",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,Apr 2,"BMKG Selamat memperingati Jumat Agung, Sobat Iklim! 10K polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,BMKG,"#Gempa (UPDATE) Mag:5.1, 28-Mar-26 14:35:47 WIB, Lok:3.50 LS, 140.48 BT (Pusat 12K 7.0 Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,BMKG,"#Gempa (UPDATE) Mag:5.1, 28-Mar-26 14:35:47 WIB, Lok:3.50 LS, 140.48 BT (Pusat 5.5K 2.0 Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,BMKG,"#Gempa Mag:2.1, 28-Mar-2026 15:09:11WIB, Lok:8.86LS, 124.80BT (34 km BaratLaut BELU-NTT), Kedlmn:2 Km 2.5K Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,BMKG,"#Gempa Mag:2.1, 28-Mar-2026 15:12:42WIB, Lok:9.31LS, 119.67BT (35 km TimurLaut WAIBAKUL-NTT), Kedlmn:19 Km 2.3K Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoBMKG,BMKG,"#Gempa Mag:2.2, 28-Mar-2026 14:56:26WIB, Lok:10.06LS, 124.19BT (34 km Tenggara KAB-KUPANG-NTT), Kedlmn:61 Km 2.1K Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infoPKU,Info Pekanbaru,"Selain layanan administrasi, warga juga dapat memanfaatkan fitur pengaduan publik, termasuk melaporkan berbagai permasalahan lingkungan atau kejadian darurat.

Selengkapnya Apr 3",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infobdg,BANDUNG ᮘᮔ᮪ᮓᮥᮀ,Bacaan: 1.1K mp/pr-1310113467/warga-mengeluh-jalan-rusak-farhan-sebut-akan-diperbaiki-dalam-waku-dekat … Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@infomalang,42m,"Igoy Malang is back!!!

Lampu abang begawan sampek AADK macet",0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ininaeyaa,nae •⁠ᴗ⁠•,"banjir org gila mana yg mutusin buat nonton tds 4 encore LAST DAY yg air mata itu???? 

gw lah orgnya 25m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@inism4llkitten,1h,"adadeh Lah kalau gw diginiin ya gw ladenin, masuk kerja tp dibikin nyantai toh bener salah tetep di salahin.. Lu ngeselin gw bisa lebih ngeselin kuat2an ga ttd surat pengunduran diri apa mereka ngeluarin surat aja. PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@insidefolkative,Jul,"macet, jalan rusak , got item bau Apr 1",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@insidefolkative,Ultras,"Jalanan kota banyak lubang galian kabel optik kacau ga pernah bener tuhh kerjaannya ,banyak yang celaka gara² jalan berlubang ,,pejabat tutup mata ,yang penting uang masuk ,, Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@intanwidia239,Mar 28,"Intanwidia Intinya sih, makin luas jangkauannya makin bagus, biar nggak ada lagi anak yang karena biaya putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ip_1231,Apr 2,"Lu mainnya sama sampah, 1K bau sampah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iqballoel99,35m,bale begal,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@irvansyahida,Apr 1,"irpan aku seumur hidup gkpernah ngerokok, tapi sering sesak nafas/terengah2 cukup parah setelah aktivitas berat. pernah rontgen paru ternyata kotor, mungkin karena terpapar asap rokok dari perokok (bapak saya perokok aktif)/karena polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iswara_gandi,6h,yassir invoice kantor gw 2 tahun gak dibayar sama BUMN. akhirnya harus phk,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iyappink,Mar 30,"ase cimit enakk bngt liat nya, itu sampah numpuk",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@iyonk1972,7h,iyonk Buzzer sptnya. pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jaeeeehyuk,shely | PCD SELAMANYA,BANJIR WOYY 2.0 6m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jaeeeehyuk,shely | PCD SELAMANYA,"banjir sumpah ini selama 4 tahun ngekost baru kali ini , DAN INI TINGGI, HAMPIR SELUTUT 1.0 1m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jaeyangku,1h,ᴋᴀɴɪ★ Jakarta panas banget dan macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jakapujakesuma1,Apr 1,"𝕛𝕠𝕜𝕠𝕡𝕦𝕛𝕒𝕜𝕖𝕤𝕦𝕞𝕒 Anggaran 200T,  buat mobil2an..  Banyak ruang dan fasilitas seadanya. Jika dialihkan ke perbaikan kelas dan sekolah, berapa anak didik bisa lebih terdidik.. 2.0 sekolah rusak 1.0",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jam_aldin,Mar 27,Jamal Udin Seperti orang luar yg Apa ada wahabi salafi nama akunnya dewi kayangan?,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@javascornercoid,News Update,"Jalan Rusak Sintang Viral, Bupati: Sudah Diusulkan Perbaikan - baca selengkapnya: … Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@javupitbull,lensadunia,"7,6SR Sulut - Malut M.Husni  imbau warga tetap waspada dan siaga.
..
Vasektomi sigap membantu kita BBM Tidak Naik Jakarta Barat F4 F Mark Vidi Dilan Gempa 53m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@jayco_obet,Apr 2,obet jayco air keruh Agar dia bisa berenang di,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
